step,event,collected,total,x,y
1,1,11885,34401,0.049767158698897765,-0.000355766090110812
2,2,4560,13428,0.04064683032309868,0.009132434829076755
3,3,4289,12051,0.04521129719253905,0.00169763291763045
4,4,9653,27990,0.04972730550154356,0.004565561162217756
5,5,2950,8452,0.05015011097355933,-0.002430642034474576
6,6,11791,33622,0.05314239409973709,0.007437982164246459
7,7,6864,19392,0.04889432449280303,-0.0021495306166834207
8,8,1347,3430,0.04938544157386786,0.003466169789547142
9,9,3114,9583,0.052233187969332046,-0.0014640304419412332
10,10,6555,18923,0.04861112299633868,-0.0009328871055194508
11,11,5312,14746,0.04851420380082831,-0.00579901158500753
12,12,7179,20648,0.0471973452624321,0.007276806348753309
13,13,1824,5238,0.047385926319078946,0.0021585570886732456
14,14,2616,7212,0.056639508748088686,0.0018484091964067278
15,15,2163,6182,0.0509703720443828,-0.003902893904669441
16,16,9524,28004,0.05271604083206636,0.005206934841915162
17,17,4064,11740,0.053049387521161416,0.00035319140954724414
18,18,4927,14459,0.045862996856768826,0.0017949123420750964
19,19,2288,6690,0.04262874666813811,-0.0019878398015297206
20,20,4418,12422,0.06051928845769579,0.003604451891597329
21,21,13096,37127,0.05437245984516646,0.0022239579741934177
22,22,7543,21490,0.046943054159896594,0.0034837660967917275
23,23,5927,16531,0.05210166540645521,0.0023625421872516955
24,24,12530,35435,0.05110725461539505,0.0020809526049696725
25,25,10715,31262,0.05054078164808212,-0.000985327476962016
26,26,17774,50813,0.055859201003116914,0.004496260857069878
27,27,9788,28334,0.04847773921825296,0.0008781778715999183
28,28,1209,3360,0.06293314789081886,0.0021796263756823824
29,29,18054,53921,0.08478988679510358,0.004833465682902404
30,30,11597,33234,0.049576120679675775,0.0053149646327265675
31,31,7168,21391,0.0532698634437779,0.00019308517380719863
32,32,19468,55941,0.05090899071111054,-0.001002744384317855
33,33,10957,31703,0.05024189138602719,0.0033640680831272247
34,34,1565,4207,0.04578869902349521,-3.525538722044772e-06
35,35,7610,21494,0.0533225062847569,0.0026199493559795005
36,36,4684,13622,0.04517748793612297,-0.0030993046261571307
37,37,3118,9258,0.045480722303720335,-0.0027666695026395123
38,38,5560,15668,0.04974535515751798,-0.0027680114749093526
39,39,1413,4110,0.056122305399858456,2.7131075534324128e-05
40,40,12989,36650,0.04830699289498807,0.0031263668065215798
41,41,1823,4881,0.052915535178277566,-0.0005961574839001645
42,42,6000,17090,0.057661163284333336,0.004286771422635
43,43,8626,24646,0.05059667334306747,-0.001567843710413865
44,44,7387,20414,0.04791898832787329,-0.00048801265409503184
45,45,6776,19335,0.047494481288350356,-0.00012516480366735536
46,46,3628,10331,0.042149242601212784,-0.002121366802786659
47,47,16198,46894,0.05489003130219781,-0.0032179927047295965
48,48,5907,16381,0.051685935664025726,0.0028958676016251905
49,49,12542,36055,0.054027623435991066,-0.004273580865527029
50,50,6296,17796,0.05498293595689327,-0.001648271918341169
51,51,6189,17427,0.054996096517927445,-0.003984046101455809
52,52,7033,20068,0.04856085434515854,0.00011342499334992181
53,53,3270,9244,0.04891313054740062,0.0038253767003700308
54,54,9858,28353,0.048226417382643536,0.003757467042410225
55,55,4992,14958,0.05477891689537259,0.0012312422104274838
56,56,15271,44493,0.050575627137343336,0.00015775629684801261
57,57,4459,12844,0.049327389330365554,-0.0035644618551424084
58,58,4637,12955,0.04804896673107613,-0.005650620704276472
59,59,7561,21351,0.0489405769689512,0.002661425554878984
60,60,2738,7791,0.05059411314054054,0.004435999532227904
61,61,3548,10064,0.05284906855188839,0.0024074237128607666
62,62,974,2639,0.05521623492813142,0.009318227409322382
63,63,6459,18511,0.050810918610080504,0.004699273795137018
64,64,6196,17812,0.05106394367564719,0.0046295994516429954
65,65,9133,25891,0.05141526985399102,0.001851167319784189
66,66,2000,5459,0.044325376600500004,0.0007719423179850001
67,67,5598,15659,0.05504728852947481,-0.002661826680994998
68,68,9921,29414,0.04867695418850015,0.002655418852219534
69,69,8856,25082,0.06009594513044264,-0.018556673537946027
70,70,3750,10632,0.050798016550933335,-0.006693683262442667
71,71,6462,18024,0.0527899896460848,0.0003572119697585887
72,72,5210,14706,0.048711623538963536,-0.005214475260049136
73,73,4420,12729,0.04890627201832579,-0.0010784777851837104
74,74,7016,19659,0.04888965564766106,-0.00047445551274230335
75,75,7975,22729,0.046297618042485264,0.0007828025522532915
76,76,2262,6278,0.0566708889173298,0.008859730181339523
77,77,6241,18610,0.051854196640922924,0.0005454834854462426
78,78,6624,18768,0.04910397499192331,0.0005300271375428744
79,79,7454,21538,0.041826062248054734,0.003422787703870405
80,80,2472,7147,0.05488525021949838,-0.002596245806686893
81,81,4177,12179,0.05196351733468997,0.00011655846031601627
82,82,3212,9052,0.05234339331102117,-0.0012828381180759651
