step,event,collected,total,x,y
1,1,10862,31631,0.004232846728870374,-5.192937767077887e-05
2,2,4233,12423,0.004952931754651547,-0.004400897076822585
3,3,4599,13582,-0.0024741042433920417,-0.0003446689627962601
4,4,3185,8995,-0.002614986676609105,0.009031339069249607
5,5,11058,31553,0.0003113317457017544,0.0005448642179842648
6,6,2792,8028,0.0025020170932123927,2.0921323194842445e-05
7,7,2262,6576,0.00537503883576481,-0.008808173815870911
8,8,7285,20934,0.004627629495538229,0.0035165439801180505
9,9,5567,15594,0.00033283220301239447,-0.0018547259933375246
10,10,7112,21141,-0.0013382036127474691,-0.000392220656571991
11,11,4069,11200,-2.398819186876383e-05,-0.0011932312683239125
12,12,32167,92954,0.002392283564638014,0.0019537092870094194
13,13,3616,9813,0.0016907564262472344,-0.010804108348866151
14,14,6711,19457,0.0030720238438280436,-0.004067909885991656
15,15,7811,22361,0.007720418169133786,-0.00236104801354244
16,16,2542,7396,0.001691659335129819,-0.0030330932350668763
17,17,4270,12416,-0.0002173925332435597,0.0004157671760117096
18,18,1549,4223,0.010030500468754035,0.0020713235045190445
19,19,4490,13092,-0.0012238068054788419,0.004109280588469933
20,20,6277,17896,0.002480313030529074,-0.00323715461531942
21,21,3505,9702,0.006681231827420827,0.0040760898136376605
22,22,3863,11098,0.00041545146944033134,-0.001235909816588144
23,23,3182,9525,0.0011025965763042113,-0.0025214274463607796
24,24,7141,20065,0.001711818613342389,0.0043438783231102085
25,25,3746,10433,-0.009051402054148425,0.008040248775352376
26,26,3640,10691,-0.008320361144835165,-0.0009380297017857143
27,27,6849,19569,-0.0029665119311607533,0.0013665393850343117
28,28,4227,11610,-0.001857863051755382,-0.0014928573717624793
29,29,8057,23563,-0.0003358782542782673,-0.007984952293138885
30,30,8740,25113,-0.0034768318529988557,-0.00024961680776086956
31,31,7033,19643,0.0032497184678771506,-0.002690300198935021
32,32,4645,13205,-0.000618356028073197,-0.0051146186278622175
33,33,66139,188818,-0.01553576876795795,0.012828246277926293
34,34,805,2539,0.00798919392058385,-0.0020792606754037267
35,35,2786,8174,2.212367457645372e-05,0.0006911468145369705
36,36,4566,13029,0.005397093426706088,-0.002383633058853263
37,37,1965,5732,0.0025191601447837153,-0.0014514645146055981
38,38,14032,40573,0.0011827875570154646,-0.004427299390324744
39,39,5191,14604,-0.003820812110803891,-0.0013502811606272778
40,40,27848,80713,0.0018842492045033396,0.0006513746467972565
41,41,2961,8321,0.0027129700179669035,-0.0020240513678486997
42,42,2985,8519,0.0010979003772462312,-0.0027803933002646564
43,43,5380,15538,0.007594570882931784,-0.006115008256462825
44,44,42197,120782,-0.0008937567858484489,-0.00041881039696632937
45,45,5207,14549,0.00454947374277319,0.003462352933743038
46,46,4519,12607,0.004086892934813012,-0.0007013657790440363
47,47,10763,30323,0.006174324084874105,-0.0019400583183638391
48,48,12334,35195,0.003961089303513053,5.200890887060159e-05
49,49,3422,9888,0.0013279686042781999,-0.0037334960826709528
50,50,4479,13059,0.007119680107914713,0.0020082396159075686
51,51,5564,16464,-0.0008939438831146657,-0.005928399282027319
52,52,9757,27356,-0.0008114057775258788,-0.0017339087448703494
53,53,9580,27472,-9.375753407411274e-05,-0.0033369873016362212
54,54,11447,32919,-0.005368850694379313,-0.000643456387599371
55,55,9423,26476,0.0022104168757009443,0.003844345121364746
56,56,8609,24486,0.0005745985282204669,0.000335803682203508
57,57,13306,36805,0.0006705287561137832,-0.00048811269158424773
58,58,17608,50788,-0.0006499390709515504,-0.0030180452408234324
59,59,4683,13768,0.0010411778762310486,-0.004640046749850523
60,60,9973,29037,0.0008831337727855209,0.0006157649308823824
61,61,2060,5726,-0.00029493245160194174,0.009160937175723301
62,62,708,2095,-0.002045270224011299,0.008698817828248587
63,63,6977,19547,-0.0023951359631632506,0.0006433358053227749
64,64,6166,18051,0.002364740326532598,-0.0025875520810092444
65,65,2148,6475,0.011826428831413873,0.002149575358472998
66,66,13731,40522,0.003174086192460054,-0.0006782824685711164
67,67,8472,24381,0.004319423528894003,0.0030393524248843247
68,68,869,2404,0.0003405684522439585,-0.001860295825776755
69,69,12842,36796,0.001307014489766781,4.549666321554275e-05
70,70,6900,19587,-0.0012128672879811594,-0.0021194829744492754
71,71,6371,17282,-0.0027226516306372624,-0.0003913322527986188
72,72,4821,13923,0.0009999111919249118,0.0013801988194565443
73,73,4763,13465,-0.00026195187748897754,-0.004465346916896074
74,74,10499,29328,0.0028619286331593484,0.0006510013625867225
75,75,16950,48030,-0.0034531856758224307,0.0009724439042398231
76,76,7321,20918,0.00161384429275782,-0.0016815525343846468
77,77,12280,35324,-0.0017227285184315962,-0.001218846136713355
78,78,15337,43117,0.0011792702044891438,0.002026354579483732
79,79,4296,12211,-0.0004819264159916201,0.0006176343686163873
80,80,3451,9899,-0.00014950678389162564,-0.004225005612879165
