step,event,collected,total,x,y
1,1,2539,8627,-0.11887579984245766,-0.00895872052122883
2,2,1067,3904,-0.1254108701030928,-0.0015812015265417056
3,3,2629,9534,-0.12282389182198554,0.0010853133036439712
4,4,1739,5922,-0.11969097193789534,0.0043144341033410005
5,5,1019,4151,-0.12429150677134446,0.00060761648734053
6,6,2520,10074,-0.12593802182539682,0.0014502088600674603
7,7,2389,8823,-0.1205437923817497,-0.006861007841398074
8,8,3068,10397,-0.12005171597131681,0.0003342174603129074
9,9,1907,6692,-0.1227026444677504,-0.0005324133307236497
10,10,2332,8498,-0.1245540288593482,0.009279188623560463
11,11,9,110,-0.132607,-0.004627278188888889
12,12,418,1726,-0.12380394832535885,-0.0009416607727272727
13,13,220,851,-0.12720978409090908,-0.013897178447772728
14,14,846,3008,-0.1238586303782506,0.005148857560283687
15,15,1484,5872,-0.12584568160377357,-9.98287597708895e-05
16,16,1058,3586,-0.11711321786389414,-0.009910304293950851
17,17,648,2331,-0.12540487469135803,-0.004233939353086419
18,18,611,2536,-0.12848403126022911,-0.00031371632438625203
19,19,1092,4497,-0.12537490183150185,-0.0028290632489468863
20,20,469,1687,-0.12604860959488273,0.001363243267164179
21,21,1488,5228,-0.12168681370967742,0.004943934992405914
22,22,2553,9520,-0.1239403224050137,-0.005578843749444967
23,23,447,1604,-0.12110259731543624,-0.0006668296523489934
24,24,2777,9626,-0.12295414785740008,0.004558378950342096
25,25,1659,5547,-0.12387148993369501,0.0036956505966600967
26,26,2094,7440,-0.12411306041069722,0.0024606666042502386
27,27,538,2147,-0.12438924944237917,-0.0049634171243494426
28,28,829,3022,-0.12084636803377563,-0.001049232160434258
29,29,1658,5911,-0.12402355633293125,-0.011687729745295536
30,30,1013,3743,-0.1261086818361303,-0.00028231252003948674
31,31,1410,4876,-0.1217193104964539,0.0007092055814184397
32,32,3688,13511,-0.12416288362255966,0.0022249237235845987
33,33,1468,5686,-0.1269396470027248,-0.004700890592356948
34,34,978,3407,-0.12239436053169733,0.0031074482800613496
35,35,1080,3857,-0.12474958166666668,-0.0022381726019351854
36,36,1627,6081,-0.11985107473878304,0.004545487518807622
37,37,750,2761,-0.12382005400000001,0.00971583928612
38,38,1322,4732,-0.12486382738275341,-0.0019201603160363086
39,39,1197,4511,-0.12448164452798663,-0.007950196270927318
40,40,434,1821,-0.13025868502304147,-0.003243545753456221
41,41,1471,5267,-0.12406052121006118,0.0031760741615227735
42,42,1186,4448,-0.12316915978077571,-0.00216867098193086
43,43,2254,7992,-0.12265995199645076,-0.0012485473762156168
44,44,1214,4793,-0.12708772182866557,-0.000388339976276771
45,45,295,1149,-0.12175435084745762,0.004321828057627118
46,46,3082,11022,-0.1195633598312784,-0.00016634144122647636
47,47,3196,11832,-0.12211707897371715,0.004136706974909261
48,48,411,1395,-0.11725547907542579,-0.00577668893187348
49,49,275,1110,-0.12681513600000002,-0.006254582585454545
