step,event,collected,total,x,y
1,1,5667,15637,-0.007502899907393682,0.0010399779942473972
2,2,33684,95273,0.0001437487744657998,-0.0009134560059565372
3,3,2411,6817,0.005029181892418084,0.008251408482617172
4,4,5078,14913,0.00010124995348365498,0.006427656018493502
5,5,4424,12096,0.007033411700929024,0.005399443084306057
6,6,13252,37787,-0.0008025125287100814,-0.0028947142427935405
7,7,4742,13823,-0.0010259654952889075,-0.0015672139295866722
8,8,2167,6470,0.0019591890518689432,-0.0014963280630826026
9,9,6601,18479,-0.005032401584971974,-0.0019999015757385247
10,10,6265,18347,0.005902697876203512,0.003403248394533121
11,11,6943,20197,-0.00036642224726487105,-0.004946975871915599
12,12,3715,10355,-0.0011703009789528938,-0.009619342714293405
13,13,5242,15256,-0.002644612737689813,0.0005106152896337276
14,14,8523,23655,-0.0008157781074351753,0.0017147720602898042
15,15,12128,35429,3.129190696231861e-05,0.0046780292518271765
16,16,4354,12314,-0.007817702389779512,0.00818826292311897
17,17,4568,13287,-0.006866072223903896,0.002102090676816988
18,18,4874,14145,0.006088651686787033,-0.004304509365346738
19,19,4412,12683,-0.00042715241915344517,0.005424913976917497
20,20,5218,15536,-0.006250175471809122,0.004377904613832694
21,21,2644,7587,0.0009327681536686838,0.007707959688180787
22,22,6250,18387,0.000780546457050096,0.0034797972049296
23,23,4052,11902,0.010296583713200889,0.005560912100342547
24,24,4321,12720,-0.0038543672881694055,0.0012250414436797037
25,25,10547,29662,-0.0003327510510429506,0.00323242245730549
26,26,5789,16276,-0.002312387641532216,-0.0062898447653283816
27,27,10610,30837,-0.0033709801586654102,-0.0009091871358812442
28,28,3799,11134,-0.002811711312219005,-0.003634855331903133
29,29,3938,10923,0.003236605706097004,-0.00020261471800406297
30,30,11260,32408,-0.002801960152714032,-0.0025145646276198935
31,31,6541,18950,-0.0025000925729888397,-0.0016991924208377923
32,32,11414,32048,-0.003964232677988435,0.0012131055840804276
33,33,7770,22156,0.011101983439383527,0.001044812920979408
34,34,4857,14282,-0.00018381710599135268,0.007099146177064855
35,35,5354,14918,-0.0007103921708106088,0.0019052009470676128
36,36,9806,27899,-0.0010660580052610645,-8.645225221395068e-05
37,37,869,2751,-0.0020752185891484464,0.005097674775373993
38,38,23573,68536,-0.00012097473739193144,0.0017889597540918
39,39,7205,20769,0.0015327860698598195,0.003381613398723109
40,40,16093,45567,0.000219736263059094,0.001253832886918536
41,41,8021,22849,0.005614637053675352,0.0021250616770714377
42,42,8335,24424,-0.0006060995494301141,-0.0003744791915160168
43,43,6378,18226,0.0015648873010975228,0.0010336891087488241
44,44,4763,13663,-0.005261453008278396,0.0023715537499634687
45,45,21156,60544,-0.001536454573117319,0.0032546914263787106
46,46,3607,10259,0.001394191629950097,0.009123046730786248
47,47,10600,30974,0.00014715065046226413,-0.00040337645809716984
48,48,6182,17324,0.0005984853478534455,0.002039582871756713
49,49,5466,16219,-0.001283215759215148,-0.00012062227211855102
50,50,2812,7946,0.0007425369961948791,0.0039407817213833575
51,51,19433,55032,0.0014978924007070448,0.00046606556054047243
52,52,6202,17829,0.0023572638969977426,-0.0004002087540401483
53,53,13427,38994,-0.0025843717597706112,0.0028974895668101588
54,54,3339,9115,-0.0036006367614213834,-0.000995807012116502
55,55,27564,79260,0.000668293191153316,0.00042237089498077204
56,56,3086,8622,0.001456467548515878,0.0018778377735320804
57,57,2897,8326,-0.0008860352388574388,-0.0011640645702761477
58,58,3326,9584,-0.004809901808126879,0.0005599882817257968
59,59,4655,13178,-0.0011079463300793255,0.005384517080000001
60,60,4211,12171,-0.0027479894078936123,0.009002145743395869
61,61,6951,19566,0.0063781602857070924,0.0008155743532441375
62,62,24080,68667,0.0030689513610877906,0.0006300585796659468
63,63,957,2633,0.005243996888714734,0.0034644196397074192
64,64,15585,44708,-0.0030538718234544115,0.0032260100006300933
65,65,5080,14343,0.0001219163568818898,0.005160376346165355
66,66,4438,12565,-0.0003637945153582694,-0.0010512773816133394
67,67,5888,17273,-0.0008782126696008833,0.0035245621968286347
68,68,9716,28082,-0.0008189213430588719,-0.003852038573955331
69,69,16511,47125,-0.0006889099207238206,-0.0009411889663103386
70,70,3738,10439,0.0047182341614419475,0.004486683132897271
71,71,3935,11005,0.01228621514145108,0.0032795415399110546
72,72,17534,50407,-8.992145809695449e-05,0.0006412156608794343
73,73,24408,69066,-0.0009596782395509668,-0.001318289816377827
74,74,3894,10762,0.00031662375774524907,0.0004468661349794556
75,75,11773,33973,0.0006818663075283275,0.0019885087346692434
76,76,6382,18712,-0.0026301154066750232,0.004170601907024914
77,77,15186,43467,0.00019144954716910313,0.00016780290320492558
78,78,5020,14623,-0.006665676249860557,-0.004970215199101594
79,79,1861,5140,-0.0010132609564911337,0.0035222988493820526
80,80,1696,4643,0.011935190726002357,-0.004391822445165094
81,81,18080,51794,-1.5161162849557503e-05,-0.001046744534871427
82,82,20399,59287,-0.0009551708593607529,-0.0011442463286888574
83,83,9207,25658,-0.00016714742965558813,0.007034550338531552
84,84,4449,12461,0.0027777688301236234,-0.0002706683786154192
85,85,1408,4050,0.0007934293669673295,0.004110012770596591
86,86,4819,13232,0.004041221929479145,3.311151294874455e-05
87,87,10713,30920,0.0003634873795766825,0.0007667671246625595
88,88,32384,92432,0.00038183658506361163,-0.00040072615063074357
89,89,4371,12233,0.005593661210569664,-8.78931687577213e-05
90,90,6095,17504,0.002958804391719344,0.00339932030985726
91,91,10170,28438,0.0006969380104631268,0.0013087825110806293
92,92,19336,55009,-0.001720280869310871,0.002677761835879603
93,93,16580,47995,0.0013739007393305186,0.0034066329838926416
94,94,3381,9393,0.0076037999064004725,-0.002996959129296066
95,95,4360,12694,-0.0014710728871651375,0.0025475782973394495
96,96,5242,15522,0.004558594169420068,-0.0029787066158145745
97,97,12619,36129,-0.0004430859279546715,-0.0011695523971301212
98,98,3884,11038,0.0016761866799176108,-0.0028977625924948504
99,99,4726,13070,-0.005770787631036818,0.0026744295340880237
100,100,721,2184,0.0069345154259362,0.0020964805995423025
