step,event,collected,total,x,y
1,1,4018,14608,0.1219884712045794,-0.004046370409539571
2,2,3956,12802,0.12104283536400405,-0.004730541440204752
3,3,4036,14252,0.12222685475718534,0.0037658196334472253
4,4,1417,4836,0.11828091940719831,-0.0033572725950176425
5,5,3133,10838,0.1223279392275774,-0.004138251454803702
6,6,1022,3590,0.1236940964774951,0.004792788132974559
7,7,4120,14661,0.12227259817961166,-0.0007075973276310679
8,8,2533,9655,0.12325653237268062,-0.002917233615992894
9,9,2541,8667,0.1242009945690673,-0.004379936876548603
10,10,3697,13383,0.12524776881255073,0.0017748787908899108
11,11,1714,6352,0.12148283990665111,-0.004162294249066511
12,12,2746,10230,0.12230206941005098,-0.0012891496035324107
13,13,19731,71328,0.12237472573108307,0.0025027470581172775
14,14,1239,4489,0.12166124213075061,-0.007522616377158999
15,15,1170,4496,0.12617893649572648,-0.0011240211293162394
16,16,1216,4283,0.12470793593750001,0.001655988055254934
17,17,8138,27899,0.11953996026050627,0.0031647776971983287
18,18,757,2570,0.12529630924702775,-0.0013156934178335535
19,19,9183,33171,0.12257448576717847,0.0044265747710584774
20,20,2189,7734,0.1213565303334856,0.0032072676096071267
21,21,2067,7254,0.12283702951136914,-0.003780007481591679
22,22,759,2711,0.12466544967061924,0.0033889382735177867
23,23,3868,13068,0.11905345400723889,-0.004287376871589969
24,24,1065,4031,0.1261321732394366,0.001488361629577465
25,25,891,3151,0.1255362482603816,-0.0044104627389786755
26,26,2240,8078,0.12357570232142856,-0.004732065515330357
27,27,646,2468,0.12352657105263158,0.006348106994582043
28,28,3934,13821,0.12104801354855109,-0.008593182479395018
29,29,1558,5749,0.12217757625160461,-0.0019995983577021825
30,30,1124,4176,0.12142276138790034,-0.008210238763879003
31,31,2038,8032,0.1257898365554465,-0.006393529706320756
32,32,1033,3946,0.12554168925459824,-0.004227849144075508
33,33,991,3821,0.12425801705348133,-0.00783103419037336
34,34,2675,10058,0.12475213899065421,0.0051652525764149535
35,35,580,1952,0.12502178758620688,0.0011463542850517242
36,36,5117,18235,0.11939545579441078,-0.004728160153902677
37,37,1384,4788,0.12278138562138728,0.0018721089932731217
38,38,1435,4988,0.12428443825783972,0.0053763097464808365
39,39,2719,10216,0.12173750125045973,0.0044541772401103345
40,40,2842,10830,0.11900378223082335,-4.7016867786769884e-05
41,41,6445,23345,0.12197385658650116,-0.0006374117190346005
42,42,1739,6422,0.12576322455434158,0.0006828041510063255
43,43,1148,4201,0.12304882552264808,-0.003070338397909408
44,44,1862,6911,0.12405812180451127,0.005755315827765843
45,45,6215,22298,0.12196147491552695,-0.005667047370175381
46,46,1157,4155,0.12485281270527226,-0.005232712185911841
47,47,1256,4347,0.12262161011146498,0.003836689848646497
48,48,927,3916,0.12425524822006473,-0.004454916234304208
49,49,2632,10123,0.1250113791413374,-0.001213184527838146
50,50,1105,4697,0.1285877580995475,0.0005136939060633484
51,51,1301,4876,0.12138319169869331,0.0015227689223674097
52,52,2005,7292,0.12385653047381547,0.002307813719501247
53,53,946,3655,0.12195478308668076,-0.0005192060014693446
54,54,3794,13169,0.11995949947285188,3.106788150764368e-05
55,55,75,329,0.12551873866666668,-0.008192500826666666
56,56,3815,13232,0.1198591617300131,0.007642891890668415
57,57,2060,6851,0.12123906155339806,-0.0008564719121504854
58,58,464,1700,0.12166823297413792,0.0026824565948275862
59,59,877,3353,0.12328535769669327,-0.007340970282440137
60,60,4906,16846,0.12126049139828782,0.005834856780784754
61,61,624,2347,0.12542483381410255,0.007615435592948718
62,62,6705,23160,0.12138402856077554,-0.0014358816590201344
63,63,647,2536,0.11989554621329213,-0.0004060426340340032
64,64,356,1472,0.12647345814606742,0.003292084519382022
65,65,2245,7466,0.11991081906458799,-0.01028488601064588
66,66,1582,5473,0.11596095379266752,0.006784763266428571
67,67,3139,10239,0.1209143205479452,0.003825073447111819
68,68,2581,9302,0.12193053576133281,-0.004095388825718713
69,69,6454,23142,0.12043807607685156,-0.004183127276384102
70,70,2192,7610,0.11846088968978101,-0.006482559197614051
71,71,1606,5864,0.12478070386052303,-0.0011977956883872977
72,72,1804,6270,0.12289062666297118,0.0022722532819124167
73,73,1981,7677,0.12371138071680969,-0.0007825861139323574
74,74,3779,13860,0.12189174559407251,-0.004870472593868748
75,75,905,3425,0.12157398342541437,-0.010058463382674033
76,76,6751,24096,0.12128833432084135,-0.0015901874775040737
77,77,2327,8008,0.11870195015040826,0.008048360346497635
78,78,2105,8086,0.12273093634204274,0.0018470137062707838
79,79,863,3525,0.12609385782155272,-0.0002771104382618772
80,80,3812,13837,0.12083101786463799,0.002030627242035677
81,81,1135,3971,0.12280851779735684,0.004614933430132158
82,82,1607,6212,0.12223764094586186,-0.0026155389345488486
83,83,2601,9429,0.12420323983083428,0.0017356964172202999
84,84,740,2700,0.1220123604054054,-0.005993683037297298
85,85,7573,25975,0.12012843118975307,0.0036862190212795455
86,86,523,2219,0.12658621510516252,-0.004745013624282983
87,87,1668,5970,0.1247135791966427,0.0027764333316366904
88,88,1654,5593,0.12304484056831923,0.00200136427974607
89,89,2984,11062,0.1216586129691689,0.0032846713421146117
90,90,1281,4844,0.12013377423887588,-0.007715637479266198
91,91,2671,9538,0.12346879876450768,0.0029088467250842384
92,92,2272,8778,0.12450433499119717,-0.003523554688349472
93,93,3533,12552,0.12109806311916219,0.003280950206897821
94,94,644,2399,0.12704625760869565,-0.0033859068330590065
95,95,739,2601,0.12392519797023004,-0.0015316737906630584
96,96,1235,4238,0.12097124615384615,0.0009723787382186234
97,97,1936,7375,0.12608990774793388,0.0009751292073806818
98,98,1538,5310,0.12522068953185955,-0.003035125307236671
99,99,1955,7118,0.12394384792838875,0.004157891339877238
100,100,18094,59845,0.11818485014922074,0.0003329506829810987
