step,event,collected,total,x,y
1,1,4811,13157,-2.2647342818540848,0.004198145820721264
2,2,3232,9427,-2.2588839789603963,-0.006433967318542699
3,3,8817,25618,-2.2510023726891233,-0.0008834895136781218
4,4,9171,25723,-2.2619105059426454,0.003004692772960419
5,5,3648,10360,-2.252757277960526,-0.006040131827905701
6,6,2718,7917,-2.2615534216335544,-0.0038440012644959526
7,7,6524,18810,-2.2611966738197427,-0.002607505789156959
8,8,23851,68167,-2.2580350777745166,0.0027024934294071525
9,9,1292,3575,-2.265257523219814,0.0005803093342879258
10,10,5093,14473,-2.262497867661496,0.004651799014753584
11,11,83594,240489,-2.2627233434217766,0.005785841772875087
12,12,8715,24830,-2.25562966724039,-9.294545911187609e-05
13,13,6737,18652,-2.2608664598485975,0.0029771473631508088
14,14,8161,23826,-2.2596880896948903,-0.003565775570324715
15,15,2609,7269,-2.2618410578765813,0.002861487291138367
16,16,3538,10238,-2.257192326172979,0.002783094843103448
17,17,4648,12858,-2.2579199591222032,-0.005575281414219019
18,18,2657,7326,-2.257541697403086,-0.007385133418825743
19,19,14503,40466,-2.2584005543680616,0.00020348839324463904
20,20,71522,206512,-2.2548249688207824,0.008830800649077626
21,21,3123,8928,-2.259930124879923,-0.00204658803651617
22,22,6052,16974,-2.263908251817581,0.001909019524001983
23,23,5531,15426,-2.266614749593202,-0.0035836551047423613
24,24,15321,44299,-2.2547265282944977,0.0005334879994086548
25,25,2276,6498,-2.262855505272408,5.481716269771534e-05
26,26,4856,13908,-2.255460986408567,0.0034525643987088138
27,27,11412,32860,-2.255829096565019,-0.004692863395781633
28,28,2854,7865,-2.2594127960756833,0.0029423980993342675
29,29,6155,17513,-2.259837335499594,0.0038483985365231517
30,30,3575,10739,-2.257191255944056,0.0034143039362265733
31,31,8075,23103,-2.261543377089783,-0.000598251489634675
32,32,6513,18821,-2.256289279901735,0.004038768524819745
33,33,3503,9974,-2.2639338538395664,-0.005099453712397945
34,34,4446,12603,-2.2641055847953218,-0.007994760683034188
35,35,3189,9273,-2.2646670021950457,-0.00965614800434619
36,36,659,2054,-2.2703894537177542,-0.0012512865365705615
37,37,6410,18054,-2.262029691107644,0.0035925056715753506
38,38,1311,3663,-2.260749290617849,-0.007644827300340961
39,39,8612,24688,-2.2602490106827684,-0.006610419367397816
40,40,6724,19704,-2.2611706469363475,0.0002142072664129982
41,41,22613,64391,-2.2571917180382965,0.0008680417640737629
42,42,3236,9407,-2.2627763164400494,-0.0006076597626736712
43,43,3075,8422,-2.2573345853658537,-0.005555008639253334
44,44,10575,29906,-2.2601667886524823,-0.002280108618680851
45,45,3641,10485,-2.2628477286459763,0.0015835844955973634
46,46,3971,11254,-2.2685221556283053,0.016952305901007304
47,47,2312,6189,-2.25651651816609,0.004629893150341696
48,48,5584,15836,-2.2637074785100286,-0.006854543510316977
49,49,1187,3385,-2.257792544229149,-0.003348541158382477
50,50,67507,195005,-2.226451793888041,-0.004279503870840298
51,51,4612,13223,-2.2636897506504767,-0.0015073523880745879
52,52,6040,17300,-2.25977794205298,-0.001795559070491722
53,53,4284,11816,-2.2578137371615314,0.010355457029260037
54,54,4708,13165,-2.24360535046729,-0.006232074721705607
55,55,6442,17871,-2.2590542253958397,-0.002032020790516144
56,56,4781,13861,-2.2661407257895836,0.0014887949017778706
57,57,8113,22806,-2.2557434364600026,-0.0038718708932964376
58,58,7526,21536,-2.2660766622375763,0.003259255234440606
59,59,7568,21518,-2.2590568366807613,0.0011677284362632135
60,60,5561,16094,-2.2632677234310377,-0.00027386130172630824
61,61,3992,11604,-2.2547688476953907,0.004670783008266533
62,62,1479,4280,-2.265776734279919,0.00256026121362407
63,63,9941,28359,-2.260247095865607,-0.0006935279441736244
64,64,4746,13576,-2.26266184997893,-0.0002585532718923304
65,65,9116,26361,-2.2624226502852127,0.0010812101252939887
66,66,9441,26481,-2.264119161105815,-0.0003004664392320729
67,67,4761,13748,-2.2574908191556395,0.0022703862030455787
68,68,5916,16295,-2.249793260649087,-0.010844148982804258
69,69,17770,51159,-2.255627845807541,-0.00041110729616810357
70,70,1955,5295,-2.2629450485933504,-0.0003302060871048594
71,71,2623,7222,-2.2512496988181474,-0.003559838909111704
72,72,27294,78460,-2.262275621381989,-0.0008046927751057375
