Id,x1,x2,x3,y1,y2,y3,energy,dx,dy,dz
371,-0.5187379102919332,-1.010195579947568,-1.5016532496032027,-3.8512498723375135,-3.205180849428657,-2.5591118265198007,2741134647.377128,-0.0019587219820937428,0.002574931016964533,-0.9999947665555329
372,3.422930472043216,3.132508545143447,2.8420866182436773,-0.9245210643135469,-0.8304366071618223,-0.7363521500100979,4470223102.675756,-0.0011574920963620884,0.00037497862749606714,-0.9999992598012639
373,4.430449090653621,0.703482408956456,-3.023484272740709,1.8015531982485813,-0.988300157377322,-3.7781535130032253,2794041875.548966,-0.014851479408859988,-0.011117204204774194,-0.9998279058568217
374,1.4906295515043233,1.3428526871638113,1.1950758228232994,1.525222462786866,1.5458224924166561,1.5664225220464465,3435402223.557997,-0.0005889729150014301,8.210256425671925e-05,-0.9999998231850216
375,-0.3635480835842504,-1.4376167821341002,-2.51168548068395,-2.575126967995293,-3.2011380947096884,-3.827149221424084,109385672.9674663,-0.004280708769910733,-0.0024949719918345038,-0.9999877252482589
376,-2.3317185094807624,-3.142565301134275,-3.9534120927877874,-1.293353410358299,-1.0934258104289778,-0.8934982104996565,1661860320.5347493,-0.003231657673174525,0.000796818300376337,-0.999994460719298
377,-1.9449046595081398,-1.9894959724727619,-2.034087285437384,2.9152665445454744,2.910699226883851,2.906131909222228,1015588564.2549052,-0.0001777211874288772,-1.8203301589988143e-05,-0.9999999840419096
378,1.7620311651362153,3.193760456239813,4.625489747343411,3.7989443401159395,3.5697211721326014,3.340498004149263,11502018754.101315,0.0057061424790293205,-0.0009135665967965143,-0.9999833025276383
379,-2.824742097059435,-2.5641505958326167,-2.3035590946057987,-1.104049275668415,-2.1003646275365,-3.096679979404585,70703798.76277022,0.0010385933625573157,-0.003970837523835793,-0.9999915768511185
380,2.476822291180156,0.44246365561942813,-1.5918949799412996,1.814054457719224,1.5132151835478729,1.2123759093765218,4748795870.372138,-0.008107778637454438,-0.0011989716059879882,-0.9999664126322714
381,4.045170113072501,1.235167214868349,-1.5748356833358033,2.9228456923604016,-0.37433976013569215,-3.671525212631786,22630533.342823446,-0.011197755885726806,-0.013139160045214497,-0.999850975264029
382,-0.015077228182667213,0.9024367998452614,1.81995082787319,4.582190439878836,4.553925828397479,4.525661216916122,2023812630.0900767,0.003656779382201892,-0.00011264944769632231,-0.9999933076149319
383,-3.627482183402565,-0.32122562972699154,2.9850309239485817,1.5076091770081863,-0.37040626134014865,-2.2484216996884836,3955402373.519565,0.013175758864853079,-0.0074840769790356235,-0.9998851873940863
384,1.4342253868489312,2.9248712759071975,4.415517164965464,0.4900292695980104,0.9676911937245738,1.4453531178511372,1640651981.623414,0.0059409375688874505,0.0019037114656810653,-0.9999805403823907
385,2.6289709381161845,0.7376493296527282,-1.153672278810728,-2.1022996196284947,1.0550857267029787,4.212471073034452,40063005.79093774,-0.007537157968968328,0.012582583531914373,-0.9998924291349611
386,-0.8828596590155025,-1.6846514789362446,-2.4864432988569867,-3.9465167197742157,-3.3927464108309926,-2.8389761018877695,3357980252.9324284,-0.0031955623750776828,0.002207066123309958,-0.9999924585916807
387,-4.956812141714481,-3.8363022846416155,-2.7157924275687497,2.6745541143372176,0.24917787970903316,-2.1761983549191513,2574207720.6012993,0.0044656020111412354,-0.009665925670143804,-0.9999433125330742
388,-3.8517802234796825,-2.5025545500772415,-1.1533288766748009,0.08513930086659727,-1.6184622369755473,-3.3220637748176918,762157806.4384,0.005377213251820051,-0.00678954525228146,-0.999962493123073
389,1.9893634805774703,-0.2477889365950081,-2.4849413537674865,-1.0825586860426375,-0.6106477799121535,-0.13873687378166943,2311000669.298241,-0.008915926836254112,0.0018807494205547413,-0.9999584836533303
390,-1.270439924132619,-2.233455284049584,-3.196470643966549,-2.8944386083313347,-1.9750287825143513,-1.055618956697368,2029217966.084739,-0.0038380979388946868,0.003664308072689467,-0.9999859208261683
391,3.1552041180294736,4.022912134594134,4.890620151158794,3.939730828997659,1.740337540645116,-0.45905574770742685,4790928163.551644,0.00345814565314317,-0.008765416700632541,-0.9999556033638223
