-0.00476416	 -0.00150925
-0.0181102	 -0.0022209
-0.130621	 -0.0115087
-1.72384	 -0.138986
-1.06336	 -0.0737611
-0.0501107	 0.0039693
-0.253012	 0.0225234
-0.0336398	 0.000377533
-0.033526	 0.00100369
-49.0541	 1.46857
-0.0161673	 -0.000917629
-0.117325	 -0.0191597
-0.0373329	 -0.0111077
-0.0224546	 -0.00673954
-0.00840412	 -0.00213993
-0.0393839	 -0.0103001
-0.0508623	 -0.0161537
-1.46228	 -0.480251
-0.120248	 -0.0488077
-0.053307	 -0.0136688
-162.642	 -41.7061
-1.76823	 -0.482717
-0.317275	 -0.0993894
-0.468933	 -0.153971
-0.0317428	 -0.00850642
-0.0501443	 -0.00982005
-0.0283424	 -0.00390056
-0.424035	 -0.0399851
-0.0879423	 -0.0122549
-0.0564974	 -0.0106877
-0.0396147	 -0.00798068
-0.0498756	 -0.0112266
-0.904666	 -0.228348
-0.0527626	 -0.0146838
-0.0292449	 -0.00608064
-0.199729	 -0.0227972
-0.44509	 -0.0476716
-0.0473802	 -0.00800721
-0.00744334	 -0.00325892
-0.358348	 -0.16037
-0.541605	 -0.230709
-0.05827	 -0.023461
-168.797	 -67.9429
-0.15275	 -0.0617919
-0.0952773	 -0.0355625
-0.0723923	 -0.031358
-0.063293	 -0.0232635
-185.646	 -68.2223
-0.824465	 -0.316991
-1.94826	 -0.747589
-0.334835	 -0.135545
-0.043032	 -0.0117706
-0.0885182	 -0.0118929
-0.184875	 -0.0250166
-0.143763	 -0.0214086
-0.0327096	 -0.0020207
-0.253993	 -0.00797185
-0.0273291	 -0.0112805
-1.24071	 -0.52886
-0.106581	 -0.0413896
-0.0531119	 -0.0205922
-0.0177784	 -0.00589684
-3.53509	 -1.19464
-0.0507071	 -0.0150304
-0.025437	 -0.00672626
-0.536732	 -0.134075
-0.0789129	 -0.0214809
-0.0157093	 -0.00653726
-0.259017	 -0.114387
-1.22933	 -0.521709
-1.30649	 -0.546085
-2.38594	 -1.01909
-0.255861	 -0.107424
-0.0389627	 -0.016883
-0.0943713	 -0.0372117
-0.147217	 -0.0574252
-0.266916	 -0.0917009
-0.203639	 -0.0652433
-69.4938	 -22.2592
-3.35741	 -1.0742
-1.4891	 -0.494385
-0.100247	 -0.036579
-0.07173	 -0.0225842
-0.860831	 -0.260615
-0.22733	 -0.0617122
-4.58772	 -1.24653
-0.0819486	 -0.0260502
-0.139862	 -0.042921
-0.103967	 -0.0246591
-0.886137	 -0.190408
-0.127519	 -0.029582
-1.56485	 -0.368191
-7.25968	 -1.7064
-0.242061	 -0.0560914
-2.30895	 -0.537743
-0.0703718	 -0.0104588
-0.124856	 -0.014945
-0.138678	 -0.0137704
-2.10879	 -0.219062
-0.0276803	 -0.00345999
