Id,name,x,y,z,dx,dy,dz,v
1,129752438,-0.145,0,0,0,0,-500,0.994402
2,769283299,-0.145,0,-2.50906,0,0,-500,0.994402
3,1061483664,-0.145,0,-5.01812,0,0,-500,0.994402
