Id,name,x,y,z,dx,dy,dz,v
1,1673494473,0,0.1,0,0,-1,-100,0.994402
2,1873914591,0,0.0749094,-2.50906,0,-1,-100,0.994402
3,1853284383,0,0.0498188,-5.01812,0,-1,-100,0.994402
