Id,name,x,y,z,dx,dy,dz,v
1,1283528704,0.145,0,0,0,0,-100,0.994402
2,913892211,0.145,0,-2.50906,0,0,-100,0.994402
3,1981690243,0.145,0,-5.01812,0,0,-100,0.994402
