Id,name,x,y,z,dx,dy,dz,v
1,876265760,0,-0.05,0,0,0,-500,0.994402
2,214966667,0,-0.05,-2.50906,0,0,-500,0.994402
3,2127173973,0,-0.05,-5.01812,0,0,-500,0.994402
