Id,name,x,y,z,dx,dy,dz,v
1,267534372,-0.1,0,0,0,0,-500,0.994402
2,1447643917,-0.1,0,-2.50906,0,0,-500,0.994402
3,681229346,-0.1,0,-5.01812,0,0,-500,0.994402
