Id,name,x,y,z,dx,dy,dz,v
1,1442940922,0.14,0,0,0,0,-500,0.994402
2,1983721021,0.14,0,-2.50906,0,0,-500,0.994402
3,2079013785,0.14,0,-5.01812,0,0,-500,0.994402
