Id,name,x,y,z,dx,dy,dz,v
1,386364641,0,-0.1,0,0,0,-500,0.994402
2,1613231483,0,-0.1,-2.50906,0,0,-500,0.994402
3,699467375,0,-0.1,-5.01812,0,0,-500,0.994402
