Id,name,x,y,z,dx,dy,dz,v
1,515138304,-0.14,0,0,0,0,-500,0.994402
2,2060059772,-0.14,0,-2.50906,0,0,-500,0.994402
3,2046349525,-0.14,0,-5.01812,0,0,-500,0.994402
