Id,name,x,y,z,dx,dy,dz,v
1,68604095,0,0,0,4.5,0,-500,0.994402
2,125150595,2.25815,0,-2.50906,4.5,0,-500,0.994402
3,607989813,4.51631,0,-5.01812,4.5,0,-500,0.994402
