Id,name,x,y,z,dx,dy,dz,v
1,1430151402,0,0.1,0,0,0,-500,0.994402
2,1372497841,0,0.1,-2.50906,0,0,-500,0.994402
3,2089463250,0,0.1,-5.01812,0,0,-500,0.994402
