Id,name,x,y,z,dx,dy,dz,v
1,590364380,0.14,0,0,0,0,-500,0.994402
2,176168815,0.14,0,-2.50906,0,0,-500,0.994402
3,1886839284,0.14,0,-5.01812,0,0,-500,0.994402
