Id,name,x,y,z,dx,dy,dz,v
1,840938137,-0.05,0,0,0,0,-500,0.994402
2,1376095417,-0.05,0,-2.50906,0,0,-500,0.994402
3,2048370548,-0.05,0,-5.01812,0,0,-500,0.994402
