Id,name,x,y,z,dx,dy,dz,v
1,235486110,0,0.1,0,0,0,-1,0.994402
2,2066958029,0,0.1,-2.50906,0,0,-1,0.994402
3,1832517257,0,0.1,-5.01812,0,0,-1,0.994402
