Id,name,x,y,z,dx,dy,dz,v
1,1301343253,0,0.05,0,0,0,-500,0.994402
2,911859379,0,0.05,-2.50906,0,0,-500,0.994402
3,1824078802,0,0.05,-5.01812,0,0,-500,0.994402
