Id,name,x,y,z,dx,dy,dz,v
1,523306174,0,0,0,0,-2.5,-500,0.994402
2,1040801059,0,-1.25453,-2.50906,0,-2.5,-500,0.994402
3,1488353003,0,-2.50906,-5.01812,0,-2.5,-500,0.994402
