Id,name,x,y,z,dx,dy,dz,v
1,1219277997,0.1,0,0,0,0,-500,0.994402
2,1683186062,0.1,0,-2.50906,0,0,-500,0.994402
3,2031591742,0.1,0,-5.01812,0,0,-500,0.994402
