Id,name,x,y,z,dx,dy,dz,v
1,274073749,0,0,0,0,0,-1,0.994402
2,9604883,0,0,-2.50906,0,0,-1,0.994402
3,988263364,0,0,-5.01812,0,0,-1,0.994402
