Id,name,x,y,z,dx,dy,dz,v
1,2097472883,0,0,0,2.5,0,-500,0.994402
2,1381914972,1.25453,0,-2.50906,2.5,0,-500,0.994402
3,1238240435,2.50906,0,-5.01812,2.5,0,-500,0.994402
