Id,name,x,y,z,dx,dy,dz,v
1,1602288625,0,0,0,0,2.5,-500,0.994402
2,636440510,0,1.25453,-2.50906,0,2.5,-500,0.994402
3,1364260333,0,2.50906,-5.01812,0,2.5,-500,0.994402
